"label","new_genomes/Aameric_YS121.v1.cds.fasta","new_genomes/Abit_YS124.v1.cds.fasta","new_genomes/Cang_YS89.v1.cds.fasta","new_genomes/Ccajan.v1.cds.fasta","new_genomes/Ccin_YS129.v1.cds.fasta","new_genomes/Cens_YS85.v1.cds.fasta","new_genomes/Cmolle_YS235.v1.cds.fasta","new_genomes/Cmuc_YS125.v1.cds.fasta","new_genomes/Cros_YS43.v1.cds.fasta","new_genomes/Ctet_YS88.v1.cds.fasta","new_genomes/Duni_YS76.v1.cds.fasta","new_genomes/Eind_YS44.hap1.v1.cds.fasta","new_genomes/GmaxWm82ISU_01_724_v2.1.cds_primaryTranscriptOnly.fa","new_genomes/Gstr_YS140.v1.cds.fasta","new_genomes/HpodTM013.v1.cds.fasta","new_genomes/Isuf_YS112.v1.cds.fasta","new_genomes/Itin_YS146.v1.cds.fasta","new_genomes/Lcun_YS151.v1.cds.fasta","new_genomes/Lpur_YS149.v1.cds.fasta","new_genomes/Matro_YS75.v1.cds.fasta","new_genomes/Maxil_YS73.v1.cds.fasta","new_genomes/Mlat_YS84.v1.cds.fasta","new_genomes/Mpru_YS155.v1.cds.fasta","new_genomes/Msam_YS158.v1.cds.fasta","new_genomes/Pero_YS156.v1.cds.fasta","new_genomes/Plobssplob_YS90.hap1.v1.cds.fasta","new_genomes/Plun_YS103.v1.cds.fasta","new_genomes/Pmon_YS87.hap1.v1.cds.fasta","new_genomes/Pmonvarlob_YS172.hap1.v1.cds.fasta","new_genomes/Ptet_YS159.v1.cds.fasta","new_genomes/Rmin_YS79.v1.cds.fasta","new_genomes/Shelov_YS99.v1.cds.fasta","new_genomes/Smacrob_YS261.v1.cds.fasta","new_genomes/Tlab_YS204.v1.cds.fasta","new_genomes/Tunci_YS212.v1.cds.fasta","new_genomes/Vvexilla_YS115.hap1.v1.cds.fasta","Pvul218cds.fa","TAIR10cds.fa","Vung469cds.fa","Zmarina_668_v3.1.cds_primaryTranscriptOnly.fa"
"Cang_YS89.v1.contig_4133_pilon.g406030.t1","1.476","0.183","","0.487","0.202","0.654","1.552","1.599","0.648","0.489","1.642","0.648","0.110","1.423","1.676","0.657","0.640","1.579","0.372","0.428","1.260","0.436","0.266","0.745","0.710","1.603","0.372","1.690","0.428","0.735","1.640","0.410","0.721","1.576","0.121","0.558","0.453","2.312","0.420","2.468"
"Tunci_YS212.v1.contig_23_pilon.g159400.t1","1.491","0.197","0.121","0.502","0.217","0.669","1.566","1.614","0.662","0.503","1.657","0.662","0.130","1.437","1.690","0.671","0.654","1.593","0.387","0.442","1.275","0.451","0.281","0.760","0.725","1.617","0.387","1.705","0.442","0.750","1.655","0.424","0.736","1.591","","0.573","0.468","2.326","0.434","2.483"
"Ccin_YS129.v1.contig_848_pilon.g218820.t1","1.546","0.111","0.202","0.558","","0.724","1.622","1.670","0.718","0.559","1.713","0.718","0.211","1.493","1.746","0.727","0.710","1.649","0.443","0.498","1.331","0.506","0.337","0.815","0.780","1.673","0.443","1.761","0.498","0.805","1.711","0.480","0.791","1.646","0.217","0.628","0.523","2.382","0.490","2.538"
"Abit_YS124.v1.contig_28_pilon.g031580.t1","1.527","","0.183","0.538","0.111","0.705","1.603","1.650","0.699","0.539","1.693","0.699","0.192","1.474","1.726","0.707","0.690","1.629","0.423","0.479","1.311","0.487","0.317","0.796","0.761","1.653","0.423","1.741","0.479","0.786","1.691","0.460","0.772","1.627","0.197","0.609","0.504","2.362","0.471","2.519"
"Pmonvarlob_YS172.hap1.v1.h1tg000003l.g048970.t1","1.687","0.569","0.519","0.698","0.589","0.865","1.762","1.810","0.858","0.699","1.853","0.858","0.528","1.633","1.886","0.867","0.850","1.789","0.285","0.000","1.471","0.128","0.503","0.956","0.921","1.813","0.285","1.901","","0.946","1.851","0.646","0.932","1.787","0.533","0.423","0.342","2.522","0.355","2.679"
"Matro_YS75.v1.contig_108_pilon.g007720.t1","1.687","0.569","0.519","0.698","0.589","0.865","1.762","1.810","0.858","0.699","1.853","0.858","0.528","1.633","1.886","0.867","0.850","1.789","0.285","","1.471","0.128","0.503","0.956","0.921","1.813","0.285","1.901","0.000","0.946","1.851","0.646","0.932","1.787","0.533","0.423","0.342","2.522","0.355","2.679"
"Mlat_YS84.v1.contig_146_pilon.g040990.t1","1.671","0.553","0.503","0.682","0.573","0.849","1.747","1.794","0.842","0.683","1.837","0.842","0.512","1.618","1.870","0.851","0.834","1.773","0.269","0.128","1.455","","0.487","0.940","0.905","1.797","0.269","1.885","0.128","0.930","1.835","0.630","0.916","1.771","0.517","0.408","0.327","2.506","0.339","2.663"
"Plun_YS103.v1.contig_1034_pilon.g013060.t1","1.618","0.501","0.450","0.630","0.521","0.797","1.694","1.742","0.790","0.631","1.785","0.790","0.459","1.565","1.818","0.799","0.782","1.721","0.000","0.285","1.403","0.269","0.434","0.888","0.853","1.745","","1.833","0.285","0.878","1.783","0.578","0.864","1.719","0.465","0.355","0.274","2.454","0.286","2.611"
"Lpur_YS149.v1.contig_1191_pilon.g041160.t1","1.618","0.501","0.450","0.630","0.521","0.797","1.694","1.742","0.790","0.631","1.785","0.790","0.459","1.565","1.818","0.799","0.782","1.721","","0.285","1.403","0.269","0.434","0.888","0.853","1.745","0.000","1.833","0.285","0.878","1.783","0.578","0.864","1.719","0.465","0.355","0.274","2.454","0.286","2.611"
"Vvexilla_YS115.hap1.v1.h1tg000002l.g027280.t1","1.726","0.609","0.558","0.738","0.628","0.904","1.802","1.850","0.898","0.739","1.893","0.898","0.567","1.673","1.926","0.907","0.890","1.829","0.355","0.423","1.510","0.408","0.542","0.995","0.960","1.853","0.355","1.941","0.423","0.985","1.891","0.685","0.971","1.826","0.573","","0.269","2.562","0.157","2.718"
"Vigun05g083500.1","1.678","0.561","0.510","0.689","0.580","0.856","1.754","1.801","0.850","0.690","1.844","0.850","0.519","1.625","1.877","0.858","0.841","1.780","0.307","0.375","1.462","0.359","0.494","0.947","0.912","1.804","0.307","1.892","0.375","0.937","1.842","0.637","0.923","1.778","0.524","0.157","0.220","2.513","","2.670"
"Vigun05g083400.1","1.657","0.540","0.489","0.669","0.560","0.835","1.733","1.781","0.829","0.670","1.824","0.829","0.498","1.604","1.857","0.838","0.821","1.760","0.286","0.355","1.442","0.339","0.473","0.927","0.892","1.784","0.286","1.872","0.355","0.917","1.822","0.616","0.902","1.758","0.504","0.226","0.200","2.493","","2.649"
"Phvul.008G079700.1","1.645","0.528","0.477","0.657","0.547","0.823","1.721","1.769","0.817","0.658","1.812","0.817","0.486","1.592","1.845","0.826","0.809","1.748","0.274","0.342","1.430","0.327","0.461","0.914","0.879","1.772","0.274","1.860","0.342","0.904","1.810","0.604","0.890","1.745","0.492","0.269","","2.481","0.200","2.637"
"Vigun05g083300.1","1.677","0.560","0.509","0.689","0.580","0.855","1.753","1.801","0.849","0.690","1.844","0.849","0.518","1.624","1.877","0.858","0.841","1.780","0.306","0.375","1.462","0.359","0.493","0.947","0.912","1.804","0.306","1.892","0.375","0.937","1.842","0.636","0.922","1.778","0.524","0.369","0.288","2.513","","2.669"
"Ctet_YS88.v1.contig_348_pilon.g125050.t1","1.456","0.539","0.489","0.001","0.559","0.634","1.532","1.580","0.628","","1.622","0.628","0.498","1.403","1.656","0.637","0.620","1.559","0.579","0.634","1.240","0.642","0.473","0.725","0.690","1.583","0.579","1.671","0.634","0.715","1.621","0.616","0.701","1.556","0.503","0.739","0.658","2.292","0.626","2.448"
"Ccajan.v1.contig_1763_pilon.g198380.t1","1.455","0.538","0.487","","0.558","0.633","1.531","1.578","0.627","0.001","1.621","0.627","0.496","1.402","1.655","0.635","0.619","1.558","0.577","0.633","1.239","0.641","0.471","0.724","0.689","1.581","0.577","1.669","0.633","0.714","1.619","0.615","0.700","1.555","0.502","0.738","0.657","2.291","0.625","2.447"
"Eind_YS44.hap1.v1.h1tg000023l.g223790.t1","1.376","0.941","0.891","0.848","0.961","0.014","1.451","1.499","0.000","0.848","1.542","","0.900","1.322","1.575","0.866","0.849","1.478","0.930","0.919","1.160","0.925","0.864","0.955","0.920","1.502","0.930","1.590","0.919","0.945","1.540","0.928","0.931","1.476","0.905","1.141","0.977","2.211","0.932","2.368"
"Cros_YS43.v1.contig_381_pilon.g159540.t1","1.376","0.941","0.891","0.848","0.961","0.014","1.451","1.499","","0.848","1.542","0.000","0.900","1.322","1.575","0.866","0.849","1.478","0.930","0.919","1.160","0.925","0.864","0.955","0.920","1.502","0.930","1.590","0.919","0.945","1.540","0.928","0.931","1.476","0.905","1.141","0.977","2.211","0.932","2.368"
"Cens_YS85.v1.contig_638_pilon.g216090.t1","1.373","0.939","0.888","0.845","0.958","","1.449","1.497","0.014","0.845","1.540","0.014","0.897","1.320","1.573","0.864","0.847","1.476","0.928","0.917","1.158","0.923","0.861","0.953","0.917","1.500","0.928","1.588","0.917","0.943","1.538","0.925","0.928","1.474","0.903","1.138","0.975","2.209","0.930","2.365"
"Ctet_YS88.v1.contig_584_pilon.g144160.t1","1.681","0.963","1.318","0.097","0.954","0.882","1.757","1.805","0.812","","1.848","0.812","1.327","1.628","1.881","0.880","1.277","1.784","1.358","1.346","0.960","1.353","0.886","1.382","1.347","1.808","1.358","1.896","1.346","1.372","1.846","1.355","0.892","1.782","1.333","1.568","1.405","2.517","1.360","2.673"
"Ccajan.v1.contig_1086_pilon.g043700.t1","1.755","1.037","1.392","","1.028","0.956","1.831","1.879","0.886","0.097","1.922","0.886","1.401","1.702","1.955","0.954","1.351","1.858","1.432","1.420","1.034","1.427","0.960","1.456","1.421","1.882","1.432","1.970","1.420","1.446","1.920","1.429","0.966","1.856","1.407","1.642","1.479","2.591","1.434","2.748"
"Ctet_YS88.v1.contig_584_pilon.g144170.t1","1.669","0.951","1.306","0.007","0.942","0.869","1.745","1.793","0.800","","1.836","0.800","1.315","1.616","1.869","0.868","1.264","1.772","1.346","1.334","0.948","1.340","0.874","1.370","1.335","1.796","1.346","1.884","1.334","1.360","1.834","1.343","0.879","1.769","1.320","1.556","1.392","2.505","1.347","2.661"
"Ccajan.v1.contig_1086_pilon.g043690.t1","1.673","0.955","1.310","","0.946","0.873","1.749","1.797","0.804","0.007","1.840","0.804","1.319","1.620","1.873","0.872","1.269","1.776","1.350","1.338","0.952","1.344","0.878","1.374","1.339","1.800","1.350","1.888","1.338","1.364","1.838","1.347","0.883","1.773","1.324","1.560","1.396","2.509","1.351","2.665"
"Ctet_YS88.v1.contig_584_pilon.g144140.t1","1.640","0.921","1.277","0.190","0.912","0.840","1.716","1.763","0.771","","1.806","0.771","1.286","1.587","1.839","0.839","1.235","1.743","1.316","1.305","0.919","1.311","0.844","1.341","1.306","1.766","1.316","1.854","1.305","1.331","1.804","1.314","0.850","1.740","1.291","1.527","1.363","2.476","1.318","2.632"
"Ccajan.v1.contig_1845_pilon.g207750.t1","1.726","1.007","1.362","","0.998","0.926","1.801","1.849","0.856","0.190","1.892","0.856","1.371","1.672","1.925","0.925","1.321","1.828","1.402","1.391","1.004","1.397","0.930","1.427","1.392","1.852","1.402","1.940","1.391","1.417","1.890","1.399","0.936","1.826","1.377","1.612","1.449","2.561","1.404","2.718"
"Ccin_YS129.v1.contig_1010_pilon.g007020.t1","1.617","0.342","1.254","0.946","","0.818","1.693","1.741","0.748","0.912","1.784","0.748","1.263","1.564","1.817","0.816","1.213","1.720","1.294","1.282","0.413","1.289","0.425","1.318","1.283","1.744","1.294","1.832","1.282","1.308","1.782","1.291","0.430","1.718","1.269","1.504","1.341","2.453","1.296","2.610"
"Abit_YS124.v1.contig_845_pilon.g245960.t1","1.626","","1.263","0.955","0.342","0.827","1.702","1.750","0.757","0.921","1.793","0.757","1.272","1.573","1.826","0.825","1.222","1.729","1.303","1.291","0.422","1.298","0.434","1.327","1.292","1.753","1.303","1.841","1.291","1.317","1.791","1.300","0.439","1.727","1.278","1.513","1.350","2.462","1.305","2.619"
"Maxil_YS73.v1.contig_145_pilon.g008600.t1","1.624","0.422","1.260","0.952","0.413","0.824","1.700","1.747","0.755","0.919","1.790","0.755","1.269","1.571","1.823","0.823","1.219","1.726","1.300","1.289","","1.295","0.431","1.325","1.290","1.750","1.300","1.838","1.289","1.315","1.788","1.297","0.437","1.724","1.275","1.510","1.347","2.459","1.302","2.616"
"Smacrob_YS261.v1.contig_5015_pilon.g214740.t1","1.555","0.439","1.192","0.883","0.430","0.756","1.631","1.679","0.686","0.850","1.722","0.686","1.201","1.502","1.755","0.754","1.151","1.658","1.232","1.220","0.437","1.227","0.289","1.256","1.221","1.682","1.232","1.770","1.220","1.246","1.720","1.229","","1.655","1.207","1.442","1.279","2.391","1.233","2.547"
"Mpru_YS155.v1.contig_156_pilon.g045510.t1","1.549","0.434","1.186","0.878","0.425","0.750","1.625","1.673","0.680","0.844","1.716","0.680","1.195","1.496","1.749","0.748","1.145","1.652","1.226","1.214","0.431","1.221","","1.250","1.215","1.676","1.226","1.764","1.214","1.240","1.714","1.223","0.289","1.650","1.201","1.436","1.273","2.385","1.228","2.542"
"Eind_YS44.hap1.v1.h1tg000023l.g223690.t1","1.413","0.757","1.050","0.804","0.748","0.614","1.489","1.537","0.000","0.771","1.580","","1.059","1.360","1.613","0.612","1.009","1.516","1.090","1.078","0.755","1.085","0.680","1.114","1.079","1.540","1.090","1.628","1.078","1.104","1.578","1.087","0.686","1.513","1.064","1.300","1.137","2.249","1.091","2.405"
"Cros_YS43.v1.contig_381_pilon.g159640.t1","1.413","0.757","1.050","0.804","0.748","0.614","1.489","1.537","","0.771","1.580","0.000","1.059","1.360","1.613","0.612","1.009","1.516","1.090","1.078","0.755","1.085","0.680","1.114","1.079","1.540","1.090","1.628","1.078","1.104","1.578","1.087","0.686","1.513","1.064","1.300","1.137","2.249","1.091","2.405"
"Isuf_YS112.v1.contig_2751_pilon.g094200.t1","1.465","0.853","1.102","0.900","0.844","0.666","1.541","1.589","0.640","0.867","1.632","0.640","1.111","1.412","1.665","","1.061","1.568","1.142","1.130","0.851","1.137","0.776","1.166","1.131","1.592","1.142","1.680","1.130","1.156","1.630","1.139","0.782","1.566","1.117","1.352","1.189","2.301","1.144","2.458"
"Isuf_YS112.v1.contig_2751_pilon.g094210.t1","1.437","0.825","1.074","0.872","0.816","0.638","1.513","1.561","0.612","0.839","1.604","0.612","1.083","1.384","1.637","","1.033","1.540","1.114","1.102","0.823","1.109","0.748","1.138","1.103","1.564","1.114","1.652","1.102","1.128","1.602","1.111","0.754","1.538","1.089","1.324","1.161","2.273","1.116","2.430"
"Cens_YS85.v1.contig_638_pilon.g216290.t1","1.458","0.897","1.094","0.944","0.888","","1.534","1.581","0.684","0.911","1.624","0.684","1.103","1.404","1.657","0.708","1.053","1.560","1.134","1.123","0.894","1.129","0.820","1.159","1.124","1.584","1.134","1.672","1.123","1.149","1.622","1.131","0.826","1.558","1.109","1.344","1.181","2.293","1.136","2.450"
"Cens_YS85.v1.contig_638_pilon.g216300.t1","1.387","0.827","1.024","0.873","0.818","","1.463","1.511","0.614","0.840","1.554","0.614","1.033","1.334","1.587","0.638","0.983","1.490","1.064","1.052","0.824","1.059","0.750","1.088","1.053","1.514","1.064","1.602","1.052","1.078","1.552","1.061","0.756","1.488","1.039","1.274","1.111","2.223","1.065","2.379"
"Eind_YS44.hap1.v1.h1tg000023l.g228230.t1","0.528","1.459","1.347","0.391","1.457","0.013","1.406","1.454","0.003","0.391","1.497","","1.498","0.131","1.530","0.388","0.367","1.433","1.484","1.501","1.586","1.514","0.274","1.535","1.455","1.457","1.484","1.545","1.507","1.446","1.495","1.526","1.385","1.431","1.421","1.493","1.512","2.249","1.531","2.406"
"Cros_YS43.v1.contig_2429_pilon.g092620.t1","0.529","1.460","1.348","0.392","1.458","0.014","1.407","1.455","","0.392","1.498","0.003","1.500","0.132","1.531","0.389","0.368","1.434","1.486","1.502","1.587","1.515","0.275","1.537","1.456","1.458","1.486","1.546","1.508","1.448","1.496","1.528","1.386","1.432","1.422","1.495","1.514","2.251","1.532","2.407"
"Cens_YS85.v1.contig_490_pilon.g191810.t1","0.526","1.457","1.346","0.389","1.455","","1.405","1.453","0.014","0.389","1.496","0.013","1.497","0.130","1.529","0.387","0.366","1.432","1.483","1.500","1.584","1.513","0.273","1.534","1.454","1.456","1.483","1.544","1.505","1.445","1.494","1.525","1.384","1.430","1.420","1.492","1.511","2.248","1.530","2.405"
"Eind_YS44.hap1.v1.h1tg000023l.g228240.t1","0.525","1.456","1.345","0.388","1.454","0.000","1.404","1.451","0.000","0.388","1.494","","1.496","0.128","1.528","0.385","0.365","1.431","1.482","1.499","1.583","1.512","0.271","1.533","1.453","1.455","1.482","1.542","1.504","1.444","1.492","1.524","1.383","1.428","1.418","1.491","1.510","2.247","1.529","2.403"
"Cros_YS43.v1.contig_2429_pilon.g092610.t1","0.525","1.456","1.345","0.388","1.454","0.000","1.404","1.451","","0.388","1.494","0.000","1.496","0.128","1.528","0.385","0.365","1.431","1.482","1.499","1.583","1.512","0.271","1.533","1.453","1.455","1.482","1.542","1.504","1.444","1.492","1.524","1.383","1.428","1.418","1.491","1.510","2.247","1.529","2.403"
"Cens_YS85.v1.contig_490_pilon.g191820.t1","0.525","1.456","1.345","0.388","1.454","","1.404","1.451","0.000","0.388","1.494","0.000","1.496","0.128","1.528","0.385","0.365","1.431","1.482","1.499","1.583","1.512","0.271","1.533","1.453","1.455","1.482","1.542","1.504","1.444","1.492","1.524","1.383","1.428","1.418","1.491","1.510","2.247","1.529","2.403"
"Gstr_YS140.v1.contig_795_pilon.g239210.t1","0.512","1.443","1.332","0.375","1.441","0.128","1.391","1.438","0.128","0.375","1.481","0.128","1.483","","1.515","0.372","0.352","1.418","1.469","1.486","1.570","1.499","0.258","1.520","1.440","1.442","1.469","1.529","1.491","1.431","1.479","1.511","1.370","1.415","1.405","1.478","1.497","2.234","1.515","2.390"
"Mpru_YS155.v1.contig_80_pilon.g278940.t1","0.507","1.438","1.327","0.370","1.436","0.271","1.386","1.433","0.271","0.370","1.476","0.271","1.478","0.258","1.510","0.367","0.347","1.413","1.464","1.481","1.565","1.494","","1.515","1.435","1.437","1.464","1.524","1.486","1.426","1.474","1.506","1.365","1.410","1.400","1.473","1.492","2.229","1.511","2.385"
"Itin_YS146.v1.contig_128_pilon.g055840.t1","0.517","1.448","1.337","0.188","1.446","0.365","1.396","1.444","0.365","0.188","1.487","0.365","1.488","0.352","1.520","0.043","","1.423","1.474","1.491","1.575","1.504","0.347","1.525","1.445","1.447","1.474","1.535","1.496","1.436","1.485","1.516","1.375","1.420","1.410","1.483","1.502","2.239","1.521","2.395"
"Isuf_YS112.v1.contig_5184_pilon.g229650.t1","0.544","1.475","1.364","0.215","1.473","0.392","1.423","1.471","0.392","0.215","1.514","0.392","1.515","0.379","1.547","","0.043","1.450","1.501","1.518","1.602","1.531","0.374","1.552","1.472","1.474","1.501","1.562","1.523","1.463","1.512","1.543","1.402","1.447","1.437","1.510","1.529","2.266","1.548","2.422"
"Itin_YS146.v1.contig_128_pilon.g055830.t1","0.542","1.473","1.361","0.213","1.471","0.389","1.421","1.468","0.389","0.213","1.511","0.389","1.513","0.376","1.544","0.014","","1.447","1.499","1.515","1.600","1.528","0.371","1.550","1.469","1.471","1.499","1.559","1.521","1.461","1.509","1.541","1.399","1.445","1.435","1.508","1.527","2.264","1.545","2.420"
"Isuf_YS112.v1.contig_5184_pilon.g229670.t1","0.538","1.469","1.357","0.209","1.467","0.385","1.416","1.464","0.385","0.209","1.507","0.385","1.508","0.372","1.540","","0.014","1.443","1.495","1.511","1.596","1.524","0.367","1.545","1.465","1.467","1.495","1.555","1.517","1.456","1.505","1.537","1.395","1.441","1.431","1.504","1.522","2.259","1.541","2.416"
"Ctet_YS88.v1.contig_68_pilon.g181030.t1","0.541","1.471","1.360","0.000","1.470","0.388","1.419","1.467","0.388","","1.510","0.388","1.511","0.375","1.543","0.209","0.188","1.446","1.497","1.514","1.599","1.527","0.370","1.548","1.468","1.470","1.497","1.558","1.520","1.459","1.508","1.539","1.398","1.444","1.434","1.506","1.525","2.262","1.544","2.419"
"Ccajan.v1.contig_1393_pilon.g104940.t1","0.541","1.471","1.360","","1.470","0.388","1.419","1.467","0.388","0.000","1.510","0.388","1.511","0.375","1.543","0.209","0.188","1.446","1.497","1.514","1.599","1.527","0.370","1.548","1.468","1.470","1.497","1.558","1.520","1.459","1.508","1.539","1.398","1.444","1.434","1.506","1.525","2.262","1.544","2.419"
"Aameric_YS121.v1.contig_222_pilon.g105020.t1","","1.445","1.334","0.541","1.443","0.525","1.393","1.440","0.525","0.541","1.483","0.525","1.485","0.512","1.517","0.538","0.517","1.420","1.471","1.488","1.572","1.501","0.507","1.522","1.442","1.444","1.471","1.531","1.493","1.433","1.481","1.513","1.372","1.417","1.407","1.480","1.499","2.236","1.518","2.392"
"Gstr_YS140.v1.contig_301_pilon.g117770.t1","0.734","1.392","1.280","0.761","1.390","0.745","1.340","1.387","0.745","0.761","1.430","0.745","1.432","","1.463","0.758","0.738","1.367","1.418","1.435","1.519","1.448","0.727","1.469","1.389","1.390","1.418","1.478","1.440","1.380","1.428","1.460","1.319","1.364","1.354","1.427","1.446","2.183","1.464","2.339"
"Cmuc_YS125.v1.contig_1290_pilon.g095090.t1","1.317","0.542","0.435","1.348","0.540","0.679","0.725","","0.683","1.348","0.557","0.683","1.420","0.744","0.566","1.315","1.324","1.308","0.606","0.622","1.475","0.655","0.473","0.677","0.144","0.142","0.606","1.420","0.628","0.529","0.578","0.677","0.542","0.509","0.434","0.635","0.645","2.513","0.692","2.669"
"Cmuc_YS125.v1.contig_99_pilon.g554910.t1","1.320","0.545","0.437","1.350","0.542","0.682","0.728","","0.685","1.350","0.559","0.685","1.422","0.746","0.569","1.318","1.326","1.311","0.608","0.625","1.478","0.658","0.475","0.679","0.147","0.145","0.608","1.423","0.630","0.532","0.580","0.680","0.545","0.512","0.437","0.637","0.648","2.515","0.695","2.672"
"Pero_YS156.v1.contig_1028_pilon.g052500.t1","1.329","0.554","0.446","1.359","0.551","0.691","0.737","0.144","0.694","1.359","0.568","0.694","1.431","0.755","0.578","1.327","1.335","1.320","0.617","0.634","1.487","0.667","0.484","0.688","","0.154","0.617","1.432","0.640","0.541","0.589","0.689","0.554","0.521","0.446","0.646","0.657","2.524","0.704","2.681"
"Plobssplob_YS90.hap1.v1.h1tg000017l.g266250.t1","1.295","0.520","0.413","1.325","0.517","0.657","0.703","0.000","0.661","1.325","0.535","0.661","1.398","0.722","0.544","1.293","1.301","1.286","0.583","0.600","1.453","0.633","0.450","0.654","0.162","","0.583","1.398","0.606","0.507","0.556","0.655","0.520","0.487","0.412","0.612","0.623","2.491","0.670","2.647"
"Cmuc_YS125.v1.contig_100_pilon.g000810.t1","1.295","0.520","0.413","1.325","0.517","0.657","0.703","","0.661","1.325","0.535","0.661","1.398","0.722","0.544","1.293","1.301","1.286","0.583","0.600","1.453","0.633","0.450","0.654","0.162","0.000","0.583","1.398","0.606","0.507","0.556","0.655","0.520","0.487","0.412","0.612","0.623","2.491","0.670","2.647"
